노래한글,노래영어,피쳐/일본/리믹 한글,피쳐링영어,가수한글,가수영어,멜노래코드,가수코드,발매일,45301,videoid,most-re,앨범자켓,앨범코드,기획사
Friday Night,Friday Night,,,지오디,god,91326,100007,36489,8782,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/288/5288_org.jpg,,
영원한 사랑,Eternal Love,,,핑클,Fin.K.L,82633,100065,42492,2779,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/291/5291_org.jpg,,
이별 공식,Separation Formula,,,알이에프,R.ef,66362,100015,34759,10512,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/321/5321_org.jpg,5321,
I Love You,,,,포지션,Position,89806,100177,36888,8383,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/325/5325_org.jpg,,
너에게,,,,포지션,Position,70491,100177,35178,10093,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/333/5333_org.jpg,,
후회없는 사랑,후회없는 사랑,,,포지션,Position,70486,100177,35178,10093,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/333/5333_org.jpg,,
날개 잃은 천사,날개 잃은 천사,,,룰라,Roo'RA,66240,106610,1995,43276,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/343/5343_org.jpg,5343,
커플,Couple,,,젝스키스,SECHSKIES,81013,100052,36071,9200,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/360/5360_org.jpg,5360,
천생연분,a match made in heaven,,,솔리드,Solid,70602,100037,1996,43275,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/402/5402_org.jpg,5402,
슬프도록 아름다운…,슬프도록 아름다운…,,,K2김성면,Kim Seong Myun,66052,100020,34714,10557,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/451/5451_org.jpg,,
Bus 안에서,In the Bus,,,자자,ZAZA,71581,2868449,35370,9901,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/457/5457_org.jpg,5457,
타인,타인,,,영턱스클럽,YTC,91257,100045,35570,9701,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/458/5458_org.jpg,5458,
귀거래사,귀거래사,(歸去來辭),,김신우,Kim Shin Woo,82117,7525,1999,43272,,,https://cdnimg.melon.co.kr/cm/album/images/000/05/667/5667_org.jpg,5667,
잘가요,잘가요,,,정재욱,Jung Jae Wook,104099,7839,37215,8056,,,https://cdnimg.melon.co.kr/cm/album/images/000/06/036/6036_org.jpg,6036,
잊혀진 계절,잊혀진 계절,,,이용,이용,49829,21,29999,15272,,,https://cdnimg.melon.co.kr/cm/album/images/000/06/739/6739_org.jpg,,
님의 등불,님의 등불,,,진성,Jin Sung,75538,3896698,35674,9597,,,https://cdnimg.melon.co.kr/cm/album/images/000/07/113/7113_org.jpg,,
하늘 끝에서 흘린 눈물,The Tears From the End of Seventh Heaven,,,주니퍼,Junyfore,53730,53730,36909,8362,,,https://cdnimg.melon.co.kr/cm/album/images/000/07/655/7655_org.jpg,7655,
영원,영원,,,스카이,Sky,85674,100030,36480,8791,,,https://cdnimg.melon.co.kr/cm/album/images/000/07/874/7874_org.jpg,7874,
"사랑, 결코 시들지 않는…","사랑, 결코 시들지 않는…",,,서문탁,서문탁,104673,2076,45209,62,,,https://cdnimg.melon.co.kr/cm/album/images/000/07/988/7988_org.jpg,,
니가 있어야 할 곳,니가 있어야 할 곳,,,지오디,god,104798,100007,37210,8061,,,https://cdnimg.melon.co.kr/cm/album/images/000/08/848/8848_org.jpg,,
봄날은 간다,Spring day goes,,,김윤아,Kim Yun A,106172,1767,37215,8056,,,https://cdnimg.melon.co.kr/cm/album/images/000/10/024/10024_org.jpg,10024,
사랑해도 될까요,사랑해도 될까요,,,유리상자,유리상자,105006,100130,36434,8837,,,https://cdnimg.melon.co.kr/cm/album/images/000/10/575/10575_org.jpg,,
Heaven,Heaven,,,김현성,Kim Hyun Sung,104184,1175,37277,7994,,,https://cdnimg.melon.co.kr/cm/album/images/000/13/611/13611_org.jpg,13611,-
미워도 다시 한번 ,Love Me Once Again,(Original Ver.),,바이브,VIBE,500797,160080,37288,7983,,,https://cdnimg.melon.co.kr/cm/album/images/000/15/950/15950_org.jpg,15950,짱가엔터테인먼트
비몽,비몽,,,코요태,KOYOTE,500962,100022,37330,7941,,,https://cdnimg.melon.co.kr/cm/album/images/000/15/980/15980_org.jpg,15980,
흔적,흔적,,,박강성,박강성,448333,3265,38603,6668,,,https://cdnimg.melon.co.kr/cm/album/images/000/16/185/16185_org.jpg,,
부탁해요,Please,,,왁스,WAX,432941,2267,37442,7829,,,https://cdnimg.melon.co.kr/cm/album/images/000/16/494/16494_org.jpg,16494,-
그래서 그대는,그래서 그대는,,,얀,Yarn,430761,8666,37502,7769,,,https://cdnimg.melon.co.kr/cm/album/images/000/16/605/16605_org.jpg,,
애송이의 사랑,애송이의 사랑,,,양파,Yangpa,192964,3854,45212,59,,,https://cdnimg.melon.co.kr/cm/album/images/000/16/709/16709_org.jpg,,
I Went To Your Wedding,I Went To Your Wedding,,,패티 페이지,Patti Page,243289,5985,1963,43308,,,https://cdnimg.melon.co.kr/cm/album/images/000/18/419/18419_org.jpg,18419,-
The Power Of Love,The Power Of Love,,,셀린 디온,Celine Dion,246897,2275,36465,8806,,,https://cdnimg.melon.co.kr/cm/album/images/000/18/734/18734_org.jpg,,
Creep,Creep,,,라디오헤드,Radiohead,255192,100781,34079,11192,,,https://cdnimg.melon.co.kr/cm/album/images/000/19/469/19469_org.jpg,19469,XL Recordings
챔피언,챔피언,,,싸이,PSY,430978,3865,37524,7747,,,https://cdnimg.melon.co.kr/cm/album/images/000/22/279/22279_org.jpg,22279,
낙원,낙원,(Feat. 이재훈),(Feat. 이재훈),싸이,PSY,430981,3865,37524,7747,,,https://cdnimg.melon.co.kr/cm/album/images/000/22/279/22279_org.jpg,22279,
잠시만 안녕,잠시만 안녕,(Original),,엠씨더맥스,M.C the MAX,315872,161636,37561,7710,,,https://cdnimg.melon.co.kr/cm/album/images/000/22/287/22287_org.jpg,22287,
One Love,One Love,,,엠씨더맥스,M.C the MAX,315876,161636,43103,2168,,,https://cdnimg.melon.co.kr/cm/album/images/000/22/287/22287_org.jpg,,
Evergreen,Evergreen,,,수잔 잭스,Susan Jacks,308508,160010,1998,43273,,,https://cdnimg.melon.co.kr/cm/album/images/000/22/540/22540_org.jpg,,
부르지마,Don't Call,,,김목경,Mok Kyung Kim,313174,2935,37448,7823,,,https://cdnimg.melon.co.kr/cm/album/images/000/22/949/22949_org.jpg,22949,
It's A Heartache,It's A Heartache,,,보니 타일러,Bonnie Tyler,353889,27223,36770,8501,,,https://cdnimg.melon.co.kr/cm/album/images/000/25/218/25218_org.jpg,,
보고싶다,Miss you,,,김범수,Kim Bum Soo,418253,6502,37601,7670,,,https://cdnimg.melon.co.kr/cm/album/images/000/26/260/26260_org.jpg,26260,
붙잡고도,Even I Grab You,,,노을,Noel,420035,105623,37606,7665,,,https://cdnimg.melon.co.kr/cm/album/images/000/26/394/26394_org.jpg,26394,-
혼자가 아닌 나,혼자가 아닌 나,(Pop Ver.),,서영은,Suh Young Eun,420366,3033,37622,7649,,,https://cdnimg.melon.co.kr/cm/album/images/000/27/455/27455_org.jpg,27455,
내 삶의 반,내 삶의 반,,,한경일,Han Kyung Il,447642,8314,37671,7600,,,https://cdnimg.melon.co.kr/cm/album/images/000/28/241/28241_org.jpg,,
안동역에서(2),At Andong Station,,,진성,Jin Sung,399309,3896698,41144,4127,,,https://cdnimg.melon.co.kr/cm/album/images/000/28/456/28456_org.jpg,,
희재,HeeJae,,,성시경,Sung Si Kyung,418168,3305,37653,7618,-pPDEayEY4M,,https://cdnimg.melon.co.kr/cm/album/images/000/28/985/28985_org.jpg,28985,CS Happy Entertainment
"너에게 난, 나에게 넌","Me to You, You to Me",,,자전거 탄 풍경,Jatanpung,2064849,100757,37653,7618,,,https://cdnimg.melon.co.kr/cm/album/images/000/29/611/29611_org.jpg,29611,위드삼삼뮤직
House Of The Rising Sun,House Of The Rising Sun,,,애니멀스,The Animals,438654,104345,41410,3861,,,https://cdnimg.melon.co.kr/cm/album/images/000/30/365/30365_org.jpg,,
친구,친구,(朋友),,안재욱,Ahn Jea Wook,439346,1083,37697,7574,,,https://cdnimg.melon.co.kr/cm/album/images/000/30/395/30395_org.jpg,30395,원뮤직
Stumblin` In,Stumblin` In,,,스모키,Smokie,454089,100308,37735,7536,,,https://cdnimg.melon.co.kr/cm/album/images/000/31/100/31100_org.jpg,,
소주 한 잔,소주 한 잔,,,임창정,Lim Changjung,460396,1142,37777,7494,,,https://cdnimg.melon.co.kr/cm/album/images/000/31/482/31482_org.jpg,31482,
가로수 그늘 아래서면,Lee Moon Sae 43,,,이문세,Lee Moon Sae,461984,43,37765,7506,,,https://cdnimg.melon.co.kr/cm/album/images/000/31/553/31553_org.jpg,,
옛사랑,옛사랑,,,이문세,Lee Moon Sae,461989,43,37765,7506,,,https://cdnimg.melon.co.kr/cm/album/images/000/31/553/31553_org.jpg,31553,
Don`t Cry,Don`t Cry,,,더 크로스,The Cross,469788,107224,35296,9975,,,https://cdnimg.melon.co.kr/cm/album/images/000/31/903/31903_org.jpg,,
내 안의 그대,내 안의 그대,,,서영은,Suh Young Eun,483377,3033,37845,7426,,,https://cdnimg.melon.co.kr/cm/album/images/000/32/584/32584_org.jpg,32584,
Addio,Addio,,,양파,Yangpa,494156,3854,37938,7333,,,https://cdnimg.melon.co.kr/cm/album/images/000/33/129/33129_org.jpg,,
Think About' Chu,Think About' Chu,,,아소토 유니온,Asoto Union,495147,106851,43796,1475,,,https://cdnimg.melon.co.kr/cm/album/images/000/33/175/33175_org.jpg,,
사진을 보다가,사진을 보다가,,,바이브,VIBE,496573,160080,37953,7318,,,https://cdnimg.melon.co.kr/cm/album/images/000/33/244/33244_org.jpg,33244,-
사랑의 시 (時),사랑의 시,,,엠씨더맥스,M.C the MAX,499230,161636,37966,7305,,,https://cdnimg.melon.co.kr/cm/album/images/000/33/362/33362_org.jpg,,
파도,파도,,,유엔,UN,503339,100737,37083,8188,,,https://cdnimg.melon.co.kr/cm/album/images/000/33/475/33475_org.jpg,33475,
Kissing A Fool,Kissing A Fool,,,조지 마이클,George Michael,515702,2126,45174,97,,,https://cdnimg.melon.co.kr/cm/album/images/000/34/093/34093_org.jpg,,
야상곡,Nocturne,(夜想曲),,김윤아,Kim Yun A,515804,1767,38051,7220,,,https://cdnimg.melon.co.kr/cm/album/images/000/34/097/34097_org.jpg,34097,
머니,Money,,,왁스,WAX,518081,2267,38064,7207,,,https://cdnimg.melon.co.kr/cm/album/images/000/34/203/34203_org.jpg,34203,-
화장을 고치고,Putting On A Make-Up,,,왁스,WAX,518096,2267,38064,7207,,,https://cdnimg.melon.co.kr/cm/album/images/000/34/203/34203_org.jpg,34203,
너의 곁으로,,,,조성모,,530043,969,38163,7108,,,https://cdnimg.melon.co.kr/cm/album/images/000/34/977/34977_org.jpg,,
비처럼 음악처럼,비처럼 음악처럼,,,김현식,Kim Hyun Shik,530562,5856,1994,43277,,,https://cdnimg.melon.co.kr/cm/album/images/000/35/021/35021_org.jpg,35021,
상처,,,,조용필,Cho Yong Pil,531311,19,35855,9416,,,https://cdnimg.melon.co.kr/cm/album/images/000/35/067/35067_org.jpg,,
그 여인,그 여인,,,유상록,유상록,533594,8235,36161,9110,,,https://cdnimg.melon.co.kr/cm/album/images/000/35/219/35219_org.jpg,,
너에게로 또다시,너에게로 또다시,,,서영은,Suh Young Eun,534003,3033,44227,1044,,,https://cdnimg.melon.co.kr/cm/album/images/000/35/247/35247_org.jpg,,
사랑의 바보,사랑의 바보,,,더 넛츠,The Nuts,534252,108988,38195,7076,gAz5CB9UXI8,60,https://cdnimg.melon.co.kr/cm/album/images/000/35/269/35269_org.jpg,35269,-
심 (心),심,,,얀,Yarn,609125,8666,37293,7978,,,https://cdnimg.melon.co.kr/cm/album/images/000/40/202/40202_org.jpg,,
소녀,Lee Moon Sae 43,,,이문세,Lee Moon Sae,608222,43,31371,13900,,,https://cdnimg.melon.co.kr/cm/album/images/000/40/225/40225_org.jpg,,
빗속에서,In the Rain,,,이문세,Lee Moon Sae,608281,43,31371,13900,,,https://cdnimg.melon.co.kr/cm/album/images/000/40/225/40225_org.jpg,40225,
너를 위해,너를 위해,,,임재범,Lim Jae Beum,612040,4838,36839,8432,,,https://cdnimg.melon.co.kr/cm/album/images/000/42/378/42378_org.jpg,42378,
비상,비상,,,임재범,Lim Jae Beum,733408,4838,36839,8432,,,https://cdnimg.melon.co.kr/cm/album/images/000/42/378/42378_org.jpg,42378,에이엔지엔터테인먼트
Good & Great,Good & Great,,,키,KEY,614026,36781785,34335,10936,ZYHBKvNUmk0,,https://cdnimg.melon.co.kr/cm/album/images/000/42/549/42549_org.jpg,42549,UMC (Universal Music Catalogue)
빙고 (아싸),Bingo (ASSA),,,거북이,Turtles,622664,101463,38303,6968,,,https://cdnimg.melon.co.kr/cm/album/images/000/43/466/43466_org.jpg,43466,MCS엔터테인먼트
어머나,,,,장윤정,Jang Yoon Jeong,622742,22836,38282,6989,,,https://cdnimg.melon.co.kr/cm/album/images/000/43/509/43509_org.jpg,,
눈의 꽃,눈의 꽃,(雪の華) (Original Title),,박효신,Park Hyo Shin,623902,1191,38306,6965,,,https://cdnimg.melon.co.kr/cm/album/images/000/43/841/43841_org.jpg,43841,
처음 그때로,처음 그때로,,,정재욱,Jung Jae Wook,623903,7839,38306,6965,,,https://cdnimg.melon.co.kr/cm/album/images/000/43/841/43841_org.jpg,,
The Sound Of Silence,The Sound Of Silence,,,사이먼 앤 가펑클,Simon & Garfunkel,634476,102837,1997,43274,,,https://cdnimg.melon.co.kr/cm/album/images/000/44/750/44750_org.jpg,44750,SONY 뮤직
Dust In The Wind,Dust In The Wind,,,캔자스,Kansas,646175,100879,36447,8824,,,https://cdnimg.melon.co.kr/cm/album/images/000/45/572/45572_org.jpg,45572,SONY 뮤직
Banana Shake,Banana Shake,,,허밍 어반 스테레오,HUS,701552,61280,38378,6893,,,https://cdnimg.melon.co.kr/cm/album/images/000/49/844/49844_org.jpg,49844,(주)아인스디지탈
Kiss And Say Goodbye,Kiss And Say Goodbye,,,맨하탄스,Manhattans,703292,104252,37383,7888,,,https://cdnimg.melon.co.kr/cm/album/images/000/49/988/49988_org.jpg,,
I'd Love You To Want Me,I'd Love You To Want Me,,,로보,Lobo,832195,12479,34135,11136,,,https://cdnimg.melon.co.kr/cm/album/images/000/65/885/65885_org.jpg,65885,-
Rhythm Of The Rain,Rhythm Of The Rain,,,캐스케이즈,The Cascades,6498019,836799,42263,3008,,,https://cdnimg.melon.co.kr/cm/album/images/002/82/687/282687_org.jpg,,
사랑했나봐,I Guess I Loved You,,,윤도현,Yoon Do Hyun,837567,923,38471,6800,,,https://cdnimg.melon.co.kr/cm/album/images/003/01/886/301886_org.jpg,301886,와이더댄(서울음반)
When I Need You,When I Need You,,,훌리오 이글레시아스,Julio Iglesias,837716,28225,37779,7492,,,https://cdnimg.melon.co.kr/cm/album/images/003/01/911/301911_org.jpg,,
사랑아,사랑아,,,장윤정,Jang Yoon Jeong,844269,22836,38482,6789,,,https://cdnimg.melon.co.kr/cm/album/images/003/02/749/302749_org.jpg,302749,(주)아인스디지탈
가슴 아파도...,가슴 아파도...,,,환희,Hwanhee,848156,1928,38497,6774,,,https://cdnimg.melon.co.kr/cm/album/images/003/03/224/303224_org.jpg,303224,"워너뮤직, 퀸즈벨"
가슴 아파도,Even Though My Heart Breaks,,,플라이 투 더 스카이,FLY TO THE SKY,851748,100183,38497,6774,,,https://cdnimg.melon.co.kr/cm/album/images/003/03/224/303224_org.jpg,,
서시,서시,,,신성우,Shin Sung Woo,851719,34,34516,10755,,,https://cdnimg.melon.co.kr/cm/album/images/003/03/596/303596_org.jpg,303596,(주)성웅뮤직
나에게로의 초대,나에게로의 초대,,,정경화,정경화,898849,2721,35156,10115,,,https://cdnimg.melon.co.kr/cm/album/images/003/06/563/306563_org.jpg,306563,워너뮤직_국내
내가 선택한 길,내가 선택한 길,,,탁재훈,S.Papa,925547,1688,34881,10390,,,https://cdnimg.melon.co.kr/cm/album/images/003/07/521/307521_org.jpg,,
비 오는 날의 수채화,비 오는 날의 수채화,,,SG워너비,SG워너비,926199,108363,36470,8801,,,https://cdnimg.melon.co.kr/cm/album/images/003/07/560/307560_org.jpg,,
인생,인생,,,류계영,류계영,933610,7415,40844,4427,,,https://cdnimg.melon.co.kr/cm/album/images/003/08/333/308333_org.jpg,,
정,정,(위험한 이별),,영턱스클럽,YTC,983247,100045,1996,43275,,,https://cdnimg.melon.co.kr/cm/album/images/003/08/947/308947_org.jpg,308947,
거짓말,A Lie,,,조항조,Jo Hang Jo,983849,1165,38645,6626,,,https://cdnimg.melon.co.kr/cm/album/images/003/08/989/308989_org.jpg,308989,
Harlem Desire,Harlem Desire,(Original Mix),,런던 보이즈,London Boys,995498,104201,1988,43283,,,https://cdnimg.melon.co.kr/cm/album/images/003/09/899/309899_org.jpg,309899,Warner Music Korea Ltd.
I'm Gonna Give My Heart,I'm Gonna Give My Heart,(Original Mix),,런던 보이즈,London Boys,995503,104201,1988,43283,,,https://cdnimg.melon.co.kr/cm/album/images/003/09/899/309899_org.jpg,309899,Warner Music Korea Ltd.
그 아픔까지 사랑한거야,,,,조정현,,1017150,6014,32674,12597,,,https://cdnimg.melon.co.kr/cm/album/images/003/10/665/310665_org.jpg,,
헤어진 다음날,After a year of separation,,,이현우,Lee Hyun Woo,1022090,1176,35735,9536,,,https://cdnimg.melon.co.kr/cm/album/images/003/10/743/310743_org.jpg,310743,쿤기획
스키장에서,White Love,,,터보,TURBO,1032761,100059,38691,6580,,,https://cdnimg.melon.co.kr/cm/album/images/003/11/252/311252_org.jpg,311252,
서쪽 하늘,서쪽 하늘,,,이승철,Lee Seung Chul,1046278,1010,38706,6565,,,https://cdnimg.melon.co.kr/cm/album/images/003/11/401/311401_org.jpg,311401,진엔원뮤직웍스
누구보다 널 사랑해,누구보다 널 사랑해,,,비쥬,BIJOU,1109850,100035,38757,6514,,,https://cdnimg.melon.co.kr/cm/album/images/003/13/918/313918_org.jpg,,
가리워진 길,가리워진 길,,,유재하,Yoo Jae-Ha,1110892,3785,32009,13262,,,https://cdnimg.melon.co.kr/cm/album/images/003/14/015/314015_org.jpg,,
사랑하기 때문에,사랑하기 때문에,,,유재하,Yoo Jae Ha,1110886,3785,32009,13262,,,https://cdnimg.melon.co.kr/cm/album/images/003/14/015/314015_org.jpg,314015,유건하
그 남자 그 여자,The man and the woman,(Feat. 장혜진),,바이브,VIBE,1114175,160080,38775,6496,,,https://cdnimg.melon.co.kr/cm/album/images/003/14/287/314287_org.jpg,314287,
술이야,I drink again,,,바이브,VIBE,1114180,160080,38775,6496,,,https://cdnimg.melon.co.kr/cm/album/images/003/14/287/314287_org.jpg,314287,-
I Believe,I Believe,,,신승훈,Shin Seung Hun,1116679,25,37228,8043,,,https://cdnimg.melon.co.kr/cm/album/images/003/14/498/314498_org.jpg,,
그대에게,그대에게,,,넥스트,N.EX.T,1121061,100149,38776,6495,,,https://cdnimg.melon.co.kr/cm/album/images/003/14/791/314791_org.jpg,,
날 위한 이별,날 위한 이별,,,린,Lyn,1125392,8530,38785,6486,,,https://cdnimg.melon.co.kr/cm/album/images/003/15/091/315091_org.jpg,,
낭만에 대하여,About Romance,,,최백호,Choi Beck Ho,1139435,42,37773,7498,,,https://cdnimg.melon.co.kr/cm/album/images/003/16/182/316182_org.jpg,316182,
비나리,,,,심수봉,Shim Soo Bong,1140849,33,37916,7355,,,https://cdnimg.melon.co.kr/cm/album/images/003/16/294/316294_org.jpg,,
질풍가도,Highway in the Gale,(쾌걸근육맨 2세 1기 여는노래),,유정석,Yoo Jung Seok,1172576,9667,31208,14063,,,https://cdnimg.melon.co.kr/cm/album/images/003/16/819/316819_org.jpg,,
문밖에 있는 그대,문밖에 있는 그대,,,박강성,박강성,1193736,3265,45144,127,,,https://cdnimg.melon.co.kr/cm/album/images/003/18/128/318128_org.jpg,,
Hold the line,Hold the line,,,"조pd, 브라운아이드걸스","ZoPD, Brown Eyed Girls",1204915,2071,38867,6404,,,https://cdnimg.melon.co.kr/cm/album/images/003/18/845/318845_org.jpg,318845,(주)서울음반
그녀를 사랑해줘요,그녀를 사랑해줘요,,,하동균,Ha Dong Qn,1264830,43806,37104,8167,,,https://cdnimg.melon.co.kr/cm/album/images/003/20/278/320278_org.jpg,,
연예인,연예인,,,싸이,PSY,1322134,3865,38922,6349,,,https://cdnimg.melon.co.kr/cm/album/images/003/22/649/322649_org.jpg,322649,엠티엠홀딩스
비행기,비행기,,,거북이,Turtles,1325050,101463,38918,6353,dXQzwNb8G7g,0,https://cdnimg.melon.co.kr/cm/album/images/003/22/845/322845_org.jpg,322845,아이에스뮤직스
사랑안해,사랑안해,,,백지영,Baek Ji Young,1370967,1118,38895,6376,,,https://cdnimg.melon.co.kr/cm/album/images/003/25/241/325241_org.jpg,,
Timeless ,Timeless ,(Feat. 시아준수),,장리인,"Zhang Li Yin, XIA",1374075,198656,38968,6303,,,https://cdnimg.melon.co.kr/cm/album/images/003/25/747/325747_org.jpg,,
나 항상 그대를,I always miss him,,,이선희,Lee Sun Hee,1418635,966,32174,13097,,,https://cdnimg.melon.co.kr/cm/album/images/003/26/844/326844_org.jpg,326844,웰메이드예당
"이따, 이따요",Later Later,,,장윤정,Jang Yoon Jeong,1455307,22836,38947,6324,,,https://cdnimg.melon.co.kr/cm/album/images/003/27/658/327658_org.jpg,,
어부바,어부바,,,장윤정,Jang Yoon Jeong,1455309,22836,38985,6286,,,https://cdnimg.melon.co.kr/cm/album/images/003/27/658/327658_org.jpg,,
왜 이래,왜 이래,,,거북이,Turtles,1455699,101463,38986,6285,,,https://cdnimg.melon.co.kr/cm/album/images/003/27/689/327689_org.jpg,,
얼마나,얼마나,,,거북이,Turtles,1455700,101463,38986,6285,,,https://cdnimg.melon.co.kr/cm/album/images/003/27/689/327689_org.jpg,,
사계,사계,,,거북이,Turtles,1946576,101463,38986,6285,,,https://cdnimg.melon.co.kr/cm/album/images/003/27/689/327689_org.jpg,327689,
칵테일 사랑,칵테일 사랑,,,거북이,Turtles,1455695,101463,45234,37,,,https://cdnimg.melon.co.kr/cm/album/images/003/27/689/327689_org.jpg,,
거리에서,거리에서,,,성시경,Sung Si Kyung,1467722,3305,39000,6271,,,https://cdnimg.melon.co.kr/cm/album/images/003/28/396/328396_org.jpg,328396,㈜제로원인터렉티브
나를 외치다,나를 외치다,,,마야,Maya,1488904,32339,39030,6241,,,https://cdnimg.melon.co.kr/cm/album/images/003/31/162/331162_org.jpg,331162,소니버스
Must Have Love,Must Have Love,,,SG워너비 & 브라운 아이드 걸스,SG워너비 & 브라운 아이드 걸스,1489805,108363,39037,6234,29Snr9dRMcU,,https://cdnimg.melon.co.kr/cm/album/images/003/31/377/331377_org.jpg,,
바람만바람만,바람만바람만,,,"김종국, SG워너비","Kim Jong Kook, SG Wannabe",1497527,1692,39036,6235,,,https://cdnimg.melon.co.kr/cm/album/images/003/32/407/332407_org.jpg,332407,
현명한 선택,현명한 선택,,,소찬휘,So Chanwhee,1500836,3897,39039,6232,,,https://cdnimg.melon.co.kr/cm/album/images/003/32/765/332765_org.jpg,,
